"FLAG_RESIL";"CLASS_AGE";"CLASS_OFFRE";"CLASS_DEP";"CLASS_VAR";"CLASS_TU";"CLASS_HORS_FFT";"CLASS_QT_M1";"CLASS_QT_M2";"CLASS_QT_M3";"CLASS_TYP_VAR";"CHOIX_OFFRE"
"3422";"RESIL_OUI";"[26:40]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"3427";"RESIL_OUI";"[26:40]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3431";"RESIL_NON";"[0:25]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3434";"RESIL_NON";"[41:60]";"O7";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3435";"RESIL_NON";"[61:110]";"O3O4";"NO_DEP";"PAS_VARIATION";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3438";"RESIL_NON";"[41:60]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3445";"RESIL_NON";"[26:40]";"O3O4";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3447";"RESIL_OUI";"[0:25]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3453";"RESIL_NON";"[41:60]";"O1O2";"NO_DEP";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3458";"RESIL_OUI";"[26:40]";"O1O2";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3459";"RESIL_NON";"[61:110]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3464";"RESIL_NON";"[41:60]";"O5O6";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3468";"RESIL_NON";"[26:40]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3469";"RESIL_NON";"[0:25]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3474";"RESIL_OUI";"[61:110]";"O3O4";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"3483";"RESIL_OUI";"[61:110]";"O3O4";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3485";"RESIL_OUI";"[41:60]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3489";"RESIL_NON";"[61:110]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3490";"RESIL_OUI";"[0:25]";"O3O4";"DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3492";"RESIL_NON";"[61:110]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"3495";"RESIL_NON";"[0:25]";"O1O2";"DEP";"PAS_VARIATION";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"3496";"RESIL_NON";"[61:110]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3501";"RESIL_OUI";"[41:60]";"O1O2";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3506";"RESIL_OUI";"[0:25]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3508";"RESIL_OUI";"[41:60]";"O5O6";"DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3509";"RESIL_OUI";"[26:40]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3510";"RESIL_OUI";"[61:110]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3514";"RESIL_NON";"[0:25]";"O5O6";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3521";"RESIL_NON";"[41:60]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3525";"RESIL_NON";"[26:40]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3527";"RESIL_OUI";"[41:60]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3529";"RESIL_OUI";"[0:25]";"O5O6";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3534";"RESIL_NON";"[41:60]";"O3O4";"NO_DEP";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXNON"
"3538";"RESIL_NON";"[41:60]";"O1O2";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3544";"RESIL_NON";"[26:40]";"O5O6";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3545";"RESIL_NON";"[61:110]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"3547";"RESIL_NON";"[0:25]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"3548";"RESIL_NON";"[41:60]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3551";"RESIL_NON";"[0:25]";"O3O4";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3558";"RESIL_OUI";"[26:40]";"O3O4";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3563";"RESIL_OUI";"[0:25]";"O1O2";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3572";"RESIL_OUI";"[26:40]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3574";"RESIL_NON";"[26:40]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3584";"RESIL_OUI";"[26:40]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3588";"RESIL_OUI";"[0:25]";"O3O4";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3589";"RESIL_OUI";"[26:40]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"3590";"RESIL_NON";"[41:60]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3592";"RESIL_NON";"[26:40]";"O3O4";"DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3593";"RESIL_OUI";"[61:110]";"O1O2";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3599";"RESIL_OUI";"[61:110]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3603";"RESIL_OUI";"[26:40]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3607";"RESIL_NON";"[26:40]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3608";"RESIL_NON";"[61:110]";"O3O4";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3609";"RESIL_OUI";"[0:25]";"O7";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3613";"RESIL_NON";"[61:110]";"O5O6";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"3620";"RESIL_OUI";"[41:60]";"O1O2";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3623";"RESIL_OUI";"[26:40]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"3629";"RESIL_NON";"[41:60]";"O3O4";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3633";"RESIL_OUI";"[61:110]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3635";"RESIL_NON";"[41:60]";"O1O2";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3644";"RESIL_NON";"[0:25]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3645";"RESIL_OUI";"[61:110]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3651";"RESIL_NON";"[61:110]";"O3O4";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3655";"RESIL_NON";"[26:40]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3656";"RESIL_OUI";"[26:40]";"O1O2";"DEP";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"MOY_VAR";"CHOIXNON"
"3661";"RESIL_OUI";"[0:25]";"O1O2";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"3665";"RESIL_OUI";"[0:25]";"O7";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"3675";"RESIL_OUI";"[41:60]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"MOY_VAR";"CHOIXNON"
"3682";"RESIL_NON";"[0:25]";"O3O4";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3684";"RESIL_OUI";"[26:40]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3689";"RESIL_NON";"[26:40]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3694";"RESIL_NON";"[61:110]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"3698";"RESIL_NON";"[61:110]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3706";"RESIL_NON";"[61:110]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"3711";"RESIL_NON";"[61:110]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"3712";"RESIL_OUI";"[41:60]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3716";"RESIL_OUI";"[61:110]";"O5O6";"NO_DEP";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXNON"
"3722";"RESIL_OUI";"[26:40]";"O1O2";"NO_DEP";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXNON"
"3724";"RESIL_OUI";"[26:40]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3725";"RESIL_NON";"[41:60]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3726";"RESIL_OUI";"[0:25]";"O1O2";"DEP";"DECROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"MOY_VAR";"CHOIXNON"
"3739";"RESIL_OUI";"[0:25]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3743";"RESIL_NON";"[0:25]";"O1O2";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3744";"RESIL_NON";"[26:40]";"O7";"NO_DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3747";"RESIL_OUI";"[26:40]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3750";"RESIL_NON";"[61:110]";"O3O4";"DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3752";"RESIL_NON";"[0:25]";"O3O4";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3753";"RESIL_OUI";"[61:110]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3757";"RESIL_NON";"[0:25]";"O3O4";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3758";"RESIL_NON";"[61:110]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3763";"RESIL_OUI";"[41:60]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3767";"RESIL_OUI";"[61:110]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3771";"RESIL_OUI";"[0:25]";"O3O4";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3775";"RESIL_NON";"[61:110]";"O1O2";"DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3776";"RESIL_NON";"[41:60]";"O1O2";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3777";"RESIL_OUI";"[41:60]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3782";"RESIL_OUI";"[41:60]";"O7";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3783";"RESIL_OUI";"[0:25]";"O3O4";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3786";"RESIL_NON";"[0:25]";"O3O4";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3790";"RESIL_NON";"[26:40]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3792";"RESIL_NON";"[26:40]";"O3O4";"NO_DEP";"PAS_VARIATION";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3799";"RESIL_NON";"[61:110]";"O5O6";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"3810";"RESIL_NON";"[0:25]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3813";"RESIL_NON";"[26:40]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3818";"RESIL_OUI";"[41:60]";"O1O2";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3824";"RESIL_NON";"[0:25]";"O1O2";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3837";"RESIL_NON";"[61:110]";"O3O4";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3841";"RESIL_OUI";"[41:60]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3843";"RESIL_NON";"[41:60]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3847";"RESIL_NON";"[26:40]";"O5O6";"NO_DEP";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXNON"
"3858";"RESIL_NON";"[26:40]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3864";"RESIL_NON";"[0:25]";"O3O4";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3865";"RESIL_NON";"[41:60]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"3869";"RESIL_NON";"[0:25]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"3872";"RESIL_NON";"[61:110]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXOUI"
"3873";"RESIL_OUI";"[41:60]";"O3O4";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"3874";"RESIL_NON";"[26:40]";"O5O6";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"3878";"RESIL_NON";"[0:25]";"O3O4";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"MOY_VAR";"CHOIXOUI"
